FRAUD,PPSN,SCHEME_CODE,LOCATION_CODE,PAY_TYPE,REG_DATE,START_DATE,BIRTH_DATE,AGE_YEARS,OCC_CODE,MEANS_FROM_EMP,DELAY,WEEKLY_RATE,PAID_TO_DATE,SEX,MARITAL_STATUS,NO_DEP,FUEL_AMOUNT,APPOINTMENT_STATUS,BOOK_NUMBER,CARER_ID,PHOTO_VERIFIED,OPEN_CREDIT_LINES,DRIVING_STATUS,FREE_TRAVEL,EMPLOYER_NO,IBAN,MED_ASSESSMENT,MED_CONDITION_SATISFIED,MORT_OUTSTANDING,PAY_LOCATION_CODE,PREF_LANG,PHONE_NO,PRIORITY_CLAIM
1,1550937D,F1,U5,Exceptional,25/03/2009,08/04/2009,22/11/1984,32,M,11400,35,210,63000,Female,M,4,100,Up-to-Date,17796,0,0,6,None,0,78881690,CBBD072711561840,4,0,0,U5,1,3.54E+11,0
1,8291502W,H1,P2,Supplement,09/02/2006,16/02/2006,16/08/1976,40,S,20300,22,90,41670,Female,D,6,100,Up-to-Date,46662,0,1,7,Active,0,63014354,CCAD119469622292,3,0,133993,P2,1,3.54E+11,0
0,7274485V,H1,M5,Basic,08/12/2012,16/12/2012,06/07/1986,30,SS,29900,31,170,18870,Male,S,1,50,Up-to-Date,19542,0,1,5,Active,0,35288071,DADB516594842490,1,0,185705,M5,1,3.54E+11,0
1,5844013V,H1,W5,Basic,03/04/2007,15/04/2007,29/01/1964,52,S,21300,28,80,32240,Male,S,3,70,Due,18188,0,1,8,Active,0,12765839,AAAC824125225165,2,0,0,W5,1,3.54E+11,0
1,6267735T,H1,Q5,Basic,08/03/2003,14/03/2003,20/07/1953,63,P,30600,13,90,55350,Male,S,3,70,Up-to-Date,48566,44541,0,8,None,1,22547181,DCBA542889520716,3,0,0,P2,1,3.54E+11,0
1,4445967O,F1,G2,Supplement,29/01/2012,02/02/2012,19/01/1985,31,S,19900,39,80,12240,Female,S,1,50,Up-to-Date,24736,0,0,6,None,0,13316202,CCBC519734647115,2,0,163092,G2,1,3.54E+11,0
1,5302479O,F1,O5,Basic,14/08/2012,29/08/2012,05/06/1987,29,SS,15400,33,150,18750,Male,S,3,70,Up-to-Date,12545,0,1,2,Active,0,68354691,DDBC382729716411,2,0,0,O5,1,3.54E+11,0
0,8411894E,H2,E4,Basic,22/07/2012,11/08/2012,14/05/1994,22,M,24300,1,170,21590,Female,D,2,60,Missed,13995,0,1,8,None,0,15532722,AABA187658469644,1,1,0,E4,1,3.54E+11,0
1,7862135W,F1,C4,Supplement,17/04/2010,06/05/2010,26/12/1962,54,SS,2300,20,190,46360,Male,S,2,60,Missed,25947,0,1,4,Active,0,30956050,ADDD167428955490,2,0,0,C4,2,3.54E+11,0
1,5278459D,F1,Z3,Basic,17/12/2010,26/12/2010,07/03/1982,34,SS,7400,41,130,27690,Male,S,6,100,Due,27956,0,1,6,Active,0,28548436,CABD084339541821,3,0,135625,Z3,1,3.54E+11,0
0,8392924R,H1,L5,Exceptional,17/08/2012,31/08/2012,16/04/1986,30,M,22700,27,220,27280,Female,D,2,60,Missed,42118,0,0,5,None,0,99663971,CCDC007604285617,2,0,0,M4,1,3.54E+11,0
1,5796748W,F1,Q2,Basic,03/11/2009,11/11/2009,03/05/1992,24,SS,15500,27,140,37940,Female,D,4,80,Missed,14705,36384,0,5,Active,1,16751020,BCCC833931977949,2,0,0,Q2,1,3.54E+11,0
1,4083560K,H1,H4,Basic,04/05/2007,12/05/2007,11/12/1987,29,M,9100,22,220,87780,Female,D,3,70,Due,41587,0,0,5,Active,0,52240907,DDAB243510487457,2,1,0,R4,1,3.54E+11,0
0,9935104X,F1,P2,Exceptional,15/09/2005,25/09/2005,28/02/1951,65,S,37000,35,90,43650,Female,M,4,100,Up-to-Date,34550,0,1,5,None,0,38571037,ABAB791295042047,3,0,0,P2,1,3.54E+11,1
0,5487156M,F1,B5,Exceptional,22/08/1997,31/08/1997,02/05/1964,52,M,13700,2,190,171760,Male,S,0,40,Due,18611,0,1,5,Active,0,29443537,CDDB290292994785,1,0,0,B5,1,3.54E+11,0
1,1428054W,F1,I2,Basic,09/02/2002,17/02/2002,10/02/1988,28,SS,15600,26,180,120600,Female,D,4,80,Due,12293,0,1,4,Active,1,18105442,CDCD454601671109,1,0,174837,I2,1,3.54E+11,0
0,4713798T,H2,A2,Basic,18/05/2012,29/05/2012,22/04/1949,67,SS,31600,15,150,20550,Male,M,3,90,Up-to-Date,24082,25556,1,5,None,1,39482708,BABB611992596429,1,1,155343,A2,1,3.54E+11,0
1,1719608H,H1,W5,Basic,20/08/2002,24/08/2002,25/09/1997,19,M,12200,38,180,116100,Female,S,6,100,Missed,15838,0,1,5,Active,0,38140877,BBAA672980204540,2,0,144751,W5,1,3.54E+11,0
1,9432128K,F1,I2,Basic,17/09/2001,04/10/2001,01/11/1982,34,SS,7600,46,200,138400,Male,S,3,70,Due,43798,0,1,5,Active,0,35754373,BACA693251540571,3,0,242833,I2,1,3.54E+11,0
1,7753208FH,H1,V1,Basic,06/11/1997,09/11/1997,01/09/1972,44,S,22900,15,100,89600,Female,S,4,80,Due,18473,0,0,5,Active,0,79672227,ADCD461839964225,4,0,0,V1,1,3.54E+11,0
1,9181156C,F1,R4,Basic,14/02/2007,27/02/2007,16/04/1997,19,P,27800,5,50,20450,Female,S,9,130,Due,38905,0,1,4,None,0,11465376,ADCB537177173431,2,0,171038,R4,1,3.54E+11,0
1,3786995J,F1,N3,Basic,06/05/2008,21/05/2008,27/08/1956,60,P,30800,26,70,24220,Male,S,3,70,Missed,34815,0,1,4,Active,0,11794463,AACB273184393816,3,0,155777,N3,1,3.54E+11,0
0,6878517I,F1,J4,Exceptional,13/02/2007,05/03/2007,13/08/1968,48,M,27100,26,200,81600,Male,M,4,100,Up-to-Date,22483,0,0,6,Active,0,51345688,DDDC154403007808,4,0,124675,J4,1,3.54E+11,0
1,7161666M,F1,K3,Exceptional,19/05/2007,04/06/2007,04/01/1996,21,M,4400,44,200,79200,Female,S,6,100,Missed,36854,0,1,3,None,0,65180050,DCAA444426494150,1,0,168759,K3,1,3.54E+11,0
1,6771035U,F1,W4,Basic,26/06/1997,05/07/1997,09/10/1986,30,SS,6600,40,150,136800,Female,S,4,80,Due,16943,0,1,8,Active,0,22924374,DDBD869585392156,2,0,0,W4,1,3.54E+11,0
0,5686201W,F1,I2,Basic,07/07/2008,25/07/2008,09/06/1963,53,M,25700,23,200,67400,Female,M,3,90,Due,40546,0,0,1,Suspended,0,96842077,BBBB563369898645,3,0,0,V5,2,3.54E+11,0
1,3905540M,F1,E3,Basic,29/04/2011,05/05/2011,30/12/1983,33,M,900,41,220,42240,Female,D,6,100,Due,35594,0,1,6,None,1,12094467,DDBC398810380868,2,0,0,E3,1,3.54E+11,0
0,6472728AG,F1,Y3,Urgent,02/06/2011,06/06/2011,21/09/1965,51,S,39000,7,120,22560,Male,M,6,120,Missed,22807,0,1,4,None,0,82476840,DBBB488495576552,1,0,0,Y3,1,3.54E+11,0
1,5172094F,H1,F2,Supplement,26/03/2012,06/04/2012,31/12/1968,48,S,8700,35,110,15840,Female,S,2,60,Up-to-Date,25420,0,1,6,Active,0,69602658,DDAC587951247601,3,0,204603,F2,1,3.54E+11,0
1,3862678Y,F1,J4,Urgent,06/07/2012,17/07/2012,26/02/1996,20,S,14600,24,100,13000,Male,M,3,90,Missed,14799,0,1,3,None,0,68409269,DCAD906175369222,3,0,0,J4,1,3.54E+11,0
0,9742960T,H2,R4,Exceptional,20/11/2007,07/12/2007,06/11/1977,39,S,38300,29,90,33480,Female,D,5,90,Missed,43050,0,1,6,None,0,80689666,BCCD744601874005,1,1,0,R4,1,3.54E+11,0
0,0476049A,F1,Y2,Basic,05/01/2004,18/01/2004,11/10/1975,41,M,19800,18,180,102600,Male,M,3,90,Due,40944,0,1,3,None,0,69076501,BACB041945363607,1,0,0,Y2,1,3.54E+11,0
1,2092625S,H1,B5,Basic,22/10/2012,27/10/2012,13/12/1985,31,M,2400,22,190,22230,Male,D,5,90,Up-to-Date,22748,0,1,6,Active,0,28049439,CDCB320472938091,2,0,0,B5,1,3.54E+11,0
1,3532211Q,F1,N4,Exceptional,26/05/2007,04/06/2007,21/01/1985,31,SS,10400,20,170,67320,Female,D,4,80,Up-to-Date,20200,0,0,6,Active,1,55065215,ACAA797374989838,2,0,0,N4,1,3.54E+11,1
1,1723973O,F1,W4,Basic,01/11/2006,08/11/2006,12/05/1961,55,M,800,27,220,94160,Male,D,6,100,Due,25329,10826,0,5,Active,1,59175913,DCBA767788390433,2,0,168875,W4,1,3.54E+11,0
1,1629414S,F1,L2,Basic,15/01/2011,05/02/2011,22/08/1955,61,SS,9900,22,140,28560,Male,S,2,60,Up-to-Date,45137,0,0,5,Active,0,65671346,BABD689712306908,3,0,0,H5,1,3.54E+11,0
1,8813728N,H1,U1,Supplement,30/03/2011,03/04/2011,24/07/1979,37,SS,21100,48,150,29400,Male,D,4,80,Missed,24906,0,1,3,Active,0,53274202,DADA449562606862,1,0,0,Y1,1,3.54E+11,0
0,0596470N,F1,A2,Supplement,05/08/2010,26/08/2010,09/08/1974,42,M,25300,11,190,43510,Female,M,2,80,Up-to-Date,36827,0,1,6,Active,0,56531925,DCBB761171818589,3,0,156852,A2,1,3.54E+11,0
0,3657087S,H2,F1,Exceptional,29/05/2005,14/06/2005,02/09/1974,42,SS,32400,33,140,69860,Female,S,4,80,Up-to-Date,21701,0,1,7,None,0,39120410,DDBB081549885543,1,1,0,A5,1,3.54E+11,0
0,1945975U,H2,R4,Basic,03/05/2003,24/05/2003,09/10/1992,24,P,48400,18,90,54450,Male,S,4,80,Up-to-Date,18597,0,0,5,Active,0,8026781,DDAB910922837727,1,1,135490,R4,1,3.54E+11,0
1,3555994A,H1,M4,Supplement,16/03/2003,31/03/2003,13/12/1969,47,S,24700,21,90,55080,Female,S,2,60,Missed,38132,0,0,4,None,0,16585637,CBDD015325021641,4,0,117838,M4,1,3.54E+11,0
1,7960861T,F1,H4,Exceptional,29/08/1999,31/08/1999,11/07/1984,32,M,3100,29,160,128000,Female,D,6,100,Up-to-Date,31025,0,1,6,Active,0,94819241,AAAA294430715538,3,0,0,H4,1,3.54E+11,0
1,2620774P,F1,R5,Basic,21/06/2008,08/07/2008,31/01/1976,40,SS,22300,23,160,54400,Female,S,5,90,Up-to-Date,36288,0,0,8,Active,0,12336345,BBBD356012931834,2,0,0,R5,1,3.54E+11,0
0,3985697H,H1,P3,Basic,13/08/2013,02/09/2013,14/09/1946,70,S,45300,9,120,8760,Female,D,1,50,Up-to-Date,40750,0,1,5,Active,1,21227273,CBAD989795884785,1,0,91046,G3,1,3.54E+11,1
0,5139275Q,F1,T3,Supplement,05/12/1998,25/12/1998,21/06/1984,32,M,27300,12,220,184140,Male,D,2,60,Up-to-Date,46830,26608,1,8,Active,1,67626512,ABAD143835633245,3,0,0,T3,1,3.54E+11,0
1,4225106P,H2,T3,Basic,02/02/2004,13/02/2004,19/07/1971,45,M,7700,32,160,90720,Male,S,3,70,Up-to-Date,27759,0,1,2,Active,1,57363847,CBBD593429067123,1,1,0,T3,1,3.54E+11,0
0,2658290D,F1,S3,Basic,28/06/2008,05/07/2008,09/03/1984,32,M,21100,16,150,51000,Female,D,2,60,Up-to-Date,19118,0,0,6,Active,0,32440360,AAAB449737751266,2,0,165577,S3,1,3.54E+11,0
1,2382236U,F1,I3,Basic,07/08/2006,17/08/2006,21/02/1971,45,S,24400,21,120,52560,Female,S,3,70,Due,17289,0,0,4,Active,0,63104132,BDCD480190120069,1,0,173720,I3,1,3.54E+11,0
1,6892156R,F1,J4,Basic,04/07/2001,20/07/2001,14/10/1973,43,SS,19100,45,130,91260,Female,D,2,60,Up-to-Date,41692,0,1,7,Active,0,47735770,BADC016370719306,4,0,0,J4,1,3.54E+11,0
1,9179785G,F1,J2,Basic,10/09/1999,18/09/1999,29/06/1989,27,SS,14500,35,150,119700,Male,S,4,80,Due,24831,0,1,5,None,0,81194588,ABDB429930125720,3,0,0,J2,1,3.54E+11,0
1,7306601V,F1,L1,Supplement,02/03/2012,19/03/2012,10/07/1957,59,P,46800,41,90,13140,Male,S,2,60,Missed,25452,0,1,3,None,0,64376674,CCBD276931395741,4,0,0,L1,1,3.54E+11,0
1,2714060XT,F1,H5,Basic,28/01/2011,10/02/2011,26/02/1981,35,M,4300,33,200,40600,Female,S,4,80,Up-to-Date,48918,0,1,4,None,0,94652512,BAAC383187044816,2,0,170980,H5,1,3.54E+11,0
0,6840771E,H2,Y2,Supplement,20/04/2009,30/04/2009,30/07/1975,41,S,44500,35,100,29700,Male,M,4,100,Up-to-Date,13542,0,1,5,Active,0,40682274,AABD935743665278,1,1,144557,Y2,1,3.54E+11,1
0,4888939S,H1,F5,Basic,29/07/2009,17/08/2009,29/12/1978,38,S,40200,8,120,33840,Female,D,2,60,Up-to-Date,26840,31334,1,5,None,1,90603101,DBDD291477337248,3,0,0,F5,1,3.54E+11,0
1,4072629B,H1,Z5,Basic,27/04/2005,04/05/2005,02/11/1960,56,SS,14300,25,160,80640,Male,S,6,100,Up-to-Date,42626,0,0,8,Active,0,34100937,ABCB486417423991,2,0,0,Z5,1,3.54E+11,0
0,7990843Y,F1,F5,Basic,09/08/2013,16/08/2013,13/03/1972,44,S,44200,12,110,8250,Male,S,3,70,Missed,32132,0,1,5,Active,1,28690516,ACBC567814521167,1,0,203169,F5,1,3.54E+11,0
0,8697259F,H2,A3,Exceptional,22/10/2003,10/11/2003,05/04/1987,29,SS,34400,4,130,75790,Female,M,3,90,Missed,39015,0,0,4,Active,1,35368593,DBDD117593982079,1,1,0,A3,1,3.54E+11,0
1,8757158FX,F1,O1,Basic,08/05/2012,22/05/2012,12/11/1990,26,SS,8800,30,190,26220,Female,D,4,80,Up-to-Date,33807,0,1,7,None,0,12453773,CBCB855051461021,3,0,135245,O1,1,3.54E+11,0
0,0412504I,F1,V4,Urgent,26/09/2004,04/10/2004,23/11/1990,26,P,47500,18,50,26800,Male,D,2,60,Up-to-Date,33444,0,1,8,Active,0,98028425,CDBB663675101192,1,0,110162,V4,1,3.54E+11,1
0,4606352J,H2,N4,Basic,26/09/2009,30/09/2009,18/04/1980,36,M,20100,11,190,52630,Male,S,2,60,Up-to-Date,49602,0,1,3,None,0,81825046,BBAB395696001316,1,1,0,N4,1,3.54E+11,1
1,6685299V,H1,E1,Basic,06/04/2005,22/04/2005,28/05/1958,58,S,20200,17,110,55660,Male,M,5,110,Due,20363,0,1,7,Active,0,47795880,ACAC241916508546,1,0,0,E1,2,3.54E+11,0
1,2885393N,F1,B3,Basic,09/09/2011,24/09/2011,17/12/1959,57,M,5100,26,150,25950,Male,D,4,80,Up-to-Date,42264,0,1,4,Active,0,79752003,DDDB885205257325,2,0,166163,B3,1,3.54E+11,0
1,2389067A,H1,E4,Basic,06/11/1996,12/11/1996,22/04/1954,62,SS,18000,13,150,142050,Male,S,4,80,Up-to-Date,35353,0,0,5,Active,0,20512067,CDBA695420669464,2,0,165791,E4,1,3.54E+11,0
1,7133729D,H1,K2,Basic,13/03/2011,02/04/2011,28/11/1956,60,P,36900,29,80,15760,Female,S,5,90,Up-to-Date,19880,0,1,7,Active,0,17478428,BDBB105917559323,4,0,0,K2,1,3.54E+11,0
0,1738093W,H1,Y1,Basic,19/03/2012,05/04/2012,30/12/1967,49,SS,33400,20,140,20160,Female,D,1,50,Missed,43114,0,1,2,Active,0,21150287,AAAC632856596201,1,0,145640,Y1,1,3.54E+11,0
0,0341755C,F1,J2,Urgent,14/10/2005,17/10/2005,14/08/1978,38,S,39100,18,90,43380,Female,S,4,80,Up-to-Date,11484,0,1,3,Active,0,16734388,DADC104542553172,4,0,0,J2,1,3.54E+11,0
1,1979392K,F1,B4,Basic,15/03/2010,18/03/2010,01/11/1985,31,SS,17500,11,190,47500,Female,D,4,80,Up-to-Date,45986,0,1,7,Active,1,99231146,BBBB859895500778,4,0,151490,B4,1,3.54E+11,0
0,3967610B,H2,F2,Basic,23/04/2004,03/05/2004,26/09/1995,21,M,21100,2,210,116760,Female,M,1,70,Due,35599,0,1,3,Active,0,81259199,DADA786710632286,1,1,0,F2,1,3.54E+11,0
1,1613998N,H1,J5,Supplement,21/07/2007,08/08/2007,25/02/1956,60,SS,22800,29,140,54320,Female,S,4,80,Up-to-Date,38741,0,1,4,Active,1,13158202,ABDA510850202828,3,0,199095,J5,1,3.54E+11,0
1,4591344M,F1,P1,Basic,19/08/1999,23/08/1999,24/12/1966,50,SS,18200,42,180,144360,Female,D,3,70,Up-to-Date,17999,0,0,6,Suspended,0,12959626,DDAC485067061467,1,0,0,P1,1,3.54E+11,0
0,7979526P,H1,F5,Exceptional,07/12/2007,18/12/2007,07/02/1960,56,S,40400,25,100,37000,Male,M,1,70,Up-to-Date,34234,0,1,5,Active,1,57432985,CBAD638648931873,1,0,0,F5,1,3.54E+11,0
0,4466693O,F1,T2,Basic,20/10/2008,06/11/2008,25/03/1986,30,M,26600,21,190,61560,Female,M,1,70,Due,17351,0,1,5,Active,1,30685238,DAAC225278134297,2,0,42188,T2,1,3.54E+11,0
0,8542839W,H1,R3,Urgent,28/10/2008,01/11/2008,12/01/1977,39,SS,32500,11,130,42250,Male,D,6,100,Due,10956,0,1,6,None,0,14154331,DADD517268676713,3,0,0,R3,1,3.54E+11,0
0,2339948I,F1,T3,Basic,19/08/2007,06/09/2007,13/06/1987,29,SS,32300,13,140,53760,Female,D,2,60,Missed,38785,0,1,6,Active,0,63960069,BDBA875439701758,2,0,124045,I5,1,3.54E+11,1
0,8723753Z,F1,M5,Supplement,14/11/1997,22/11/1997,28/01/1983,33,S,43900,37,110,98340,Male,M,2,80,Missed,27978,0,0,3,Active,0,29281885,DABA963891672932,2,0,129913,M5,1,3.54E+11,0
0,7478237F,H2,G5,Urgent,05/11/2004,24/11/2004,24/05/1998,18,SS,35800,7,170,89930,Male,S,1,50,Due,14604,0,1,3,None,0,54035666,CDAC988665094672,1,1,0,G5,1,3.54E+11,0
0,2729373G,H1,J5,Basic,06/08/1995,13/08/1995,27/12/1979,37,M,16400,16,170,171870,Female,S,3,70,Up-to-Date,28942,0,0,4,Active,0,45494754,DBBB619437367907,2,0,0,J5,1,3.54E+11,0
0,4811385O,F1,Z1,Urgent,03/05/2008,20/05/2008,16/12/1989,27,S,37900,27,120,41520,Male,M,1,70,Up-to-Date,22720,0,1,3,Active,0,1206446,BAAD226408132533,3,0,0,Z1,1,3.54E+11,0
0,9782853H,F1,J1,Urgent,30/07/2013,15/08/2013,04/09/1958,58,M,18000,15,200,15000,Male,M,3,90,Up-to-Date,14939,0,1,8,Active,0,60812072,BDCD875701162535,1,0,0,J1,1,3.54E+11,0
0,7105947B,H1,H4,Basic,24/10/2008,10/11/2008,17/11/1956,60,S,43300,7,90,29070,Female,D,2,60,Up-to-Date,15443,0,1,4,Suspended,1,79239070,DADC459615683175,3,0,0,H4,1,3.54E+11,0
1,5335723R,F1,C5,Exceptional,11/10/2007,31/10/2007,08/09/1978,38,M,7600,13,200,75200,Male,D,2,60,Due,23828,0,1,6,Active,0,58561933,AACB995724712188,3,0,126448,O5,1,3.54E+11,0
1,5881909K,F1,W4,Basic,12/03/2009,19/03/2009,02/02/1985,31,S,29100,15,80,24160,Male,S,2,60,Up-to-Date,20106,0,1,6,Active,0,97476748,DCCD479506143284,1,0,0,W4,1,3.54E+11,0
1,8562573A,F1,Y1,Basic,03/04/1997,05/04/1997,26/05/1956,60,M,3000,40,180,166320,Male,D,4,80,Up-to-Date,40686,0,0,6,Active,0,41337618,ABDC323267044208,4,0,0,Y1,1,3.54E+11,0
0,2843631J,F1,O5,Basic,10/08/2006,13/08/2006,16/03/1981,35,SS,31300,22,160,70240,Male,D,1,50,Up-to-Date,12869,0,1,5,None,1,15420960,CDDB296218905339,2,0,0,O5,1,3.54E+11,0
1,5403438I,H1,K5,Basic,16/02/2009,21/02/2009,01/12/1965,51,M,4300,25,190,58140,Male,S,3,70,Up-to-Date,18773,0,0,4,None,0,40587804,BDCC308654126619,4,0,116088,K5,1,3.54E+11,0
0,5815391I,F1,G4,Exceptional,13/10/2008,25/10/2008,09/03/1980,36,M,20300,9,170,55250,Male,S,3,70,Up-to-Date,44838,34734,1,8,None,1,83281821,CCAB915030468561,3,0,0,G4,1,3.54E+11,0
1,4886851D,F1,O5,Basic,12/08/2008,21/08/2008,31/10/1965,51,S,20300,19,120,40080,Male,D,3,70,Up-to-Date,36301,0,1,4,Active,0,84984176,DDBA635411220838,2,0,0,O5,1,3.54E+11,0
0,7200830P,F1,I2,Exceptional,26/07/2011,07/08/2011,07/06/1981,35,SS,28500,9,140,25200,Male,D,5,90,Due,20265,0,1,5,Active,0,6588085,CAAA333601192408,3,0,177669,I2,1,3.54E+11,0
0,9204722V,H1,Y1,Urgent,08/06/2013,09/06/2013,26/06/1979,37,SS,28100,13,180,15120,Female,D,2,60,Due,42419,0,1,5,Active,0,38050619,DCCB824150122196,2,0,115861,Y1,1,3.54E+11,0
1,0267185X,F1,B4,Supplement,26/02/2005,07/03/2005,17/01/1973,43,S,23300,22,80,40960,Female,S,4,80,Due,34371,0,1,6,Active,0,59254223,ADAA913882416987,2,0,0,B4,1,3.54E+11,0
1,2933541Q,F1,N3,Basic,04/02/2009,16/02/2009,18/01/1951,65,M,1200,41,180,55260,Female,M,2,80,Up-to-Date,47397,0,1,7,None,1,62625075,DBCB868890669642,2,0,0,N3,1,3.54E+11,0
0,9366650L,H2,O2,Basic,03/11/2013,09/11/2013,07/04/1985,31,M,22300,14,200,12800,Female,S,1,50,Missed,38973,0,1,7,Active,0,95493401,BADC194417414413,1,1,0,O2,1,3.54E+11,0
0,8176058N,F1,W1,Exceptional,09/06/2008,28/06/2008,21/02/1993,23,SS,36300,22,130,44330,Male,D,4,80,Due,38940,0,1,10,Active,0,91489639,CDDB572076313055,4,0,172124,W1,1,3.54E+11,0
1,8496709O,F1,J2,Basic,19/02/2002,28/02/2002,05/09/1986,30,SS,11200,36,150,100350,Male,S,4,80,Due,25888,0,1,2,Suspended,0,28804813,CACC531729846448,4,1,0,J2,1,3.54E+11,0
1,6255313H,H1,H4,Supplement,03/04/2009,23/04/2009,11/04/1980,36,S,26600,24,110,32780,Female,S,6,100,Due,17062,0,1,5,Active,0,20222365,CCAC899323058903,3,0,151069,H4,1,3.54E+11,0
0,7490930H,F1,F1,Urgent,11/08/2000,16/08/2000,22/04/1985,31,SS,28400,2,180,135180,Female,S,4,80,Missed,38420,0,0,5,Active,0,1612397,AADD537620528437,3,0,0,F1,1,3.54E+11,0
0,0228748X,H1,H4,Supplement,05/02/2013,25/02/2013,20/04/1995,21,S,39900,8,80,7760,Female,D,5,90,Due,40646,0,1,1,Active,0,71851011,BADB307593396926,2,0,0,H4,1,3.54E+11,0
1,0572589G,F1,P2,Basic,13/01/1998,16/01/1998,21/04/1979,37,S,23000,33,120,105960,Male,S,3,70,Due,22149,0,1,5,Active,0,23509443,ADAB859922007138,3,0,0,P2,1,3.54E+11,0
0,1727122T,G1,D1,Basic,31/10/2009,04/11/2009,30/10/1986,30,SS,33800,7,150,40800,Female,D,2,60,Up-to-Date,16369,0,0,0,Active,0,52907914,DCBC372582510663,2,0,163433,D1,1,3.54E+11,0
1,5653183V,F1,A2,Basic,28/10/1994,10/11/1994,09/03/1965,51,SS,22000,59,150,157650,Male,S,5,90,Missed,31460,0,1,6,Active,0,89053774,ABBB017027990970,2,0,117754,A2,1,3.54E+11,0
1,2443332M,F1,C4,Basic,21/12/2000,09/01/2001,07/09/1972,44,M,10800,28,200,145600,Female,S,4,80,Due,42424,0,0,9,Active,1,40221045,CBCB183723371520,3,0,0,C4,1,3.54E+11,1
0,8287213R,H2,I2,Basic,13/07/1999,30/07/1999,16/04/1995,21,M,5900,8,160,128800,Male,D,2,60,Due,26542,0,1,6,None,0,59449221,AAAD254407470360,1,1,0,I2,1,3.54E+11,0
1,0090079K,F1,T4,Basic,13/05/2012,22/05/2012,02/02/1969,47,M,200,25,160,22080,Female,S,7,110,Up-to-Date,36001,0,1,4,Active,0,48492095,ADDD234149247776,2,0,0,T4,1,3.54E+11,0
0,0551027I,H1,C3,Exceptional,07/02/1998,11/02/1998,24/07/1979,37,SS,34400,28,160,140640,Male,M,2,80,Due,40462,0,1,5,Active,0,99343066,ADCC488231200222,3,0,118149,Y2,1,3.54E+11,0
0,4811510T,H2,Q3,Basic,25/03/2004,04/04/2004,28/04/1958,58,SS,29500,3,170,95200,Male,M,2,80,Up-to-Date,14702,18394,0,7,Active,1,43923885,DCBB720282076941,1,1,0,Q3,1,3.54E+11,0
0,7965418L,F1,I3,Supplement,08/11/2005,21/11/2005,14/05/1991,25,M,12600,30,180,86040,Male,D,2,60,Missed,11407,0,0,2,None,0,94524064,ACCA139684148474,2,0,0,I3,1,3.54E+11,0
1,2535189A,F1,Y2,Basic,23/11/2005,13/12/2005,04/06/1977,39,SS,10500,32,130,61750,Female,D,5,90,Due,23150,0,0,4,Active,0,40855874,CABD781178473233,3,0,0,K2,1,3.54E+11,0
0,6585879N,H1,O2,Basic,24/09/2009,13/10/2009,21/06/1979,37,SS,32900,10,180,49500,Male,M,3,90,Up-to-Date,18715,0,0,4,Active,0,97317597,DDAD453169598332,2,0,0,Q4,1,3.54E+11,0
0,6806207U,F1,B3,Basic,07/06/2002,13/06/2002,05/10/1957,59,S,37900,33,100,65500,Male,M,1,70,Due,27124,0,1,2,Active,0,29395611,DDBD088144729391,2,0,0,W2,1,3.54E+11,0
1,4476268L,F1,B1,Supplement,23/10/2001,01/11/2001,08/02/1988,28,M,1800,28,180,124020,Male,M,2,80,Up-to-Date,30415,0,0,3,Active,0,73251061,BACA397917428423,3,0,0,B1,1,3.54E+11,0
0,8641280DR,F1,Y4,Urgent,11/05/2012,24/05/2012,13/07/1968,48,S,44500,17,100,13700,Female,S,1,50,Due,21284,0,1,5,Active,0,53350994,CCAB736734923547,3,0,0,Y4,1,3.54E+11,0
0,0443837Q,H1,J1,Exceptional,04/04/2011,09/04/2011,02/05/1978,38,M,7300,16,210,41160,Male,S,1,50,Due,20926,0,1,5,Active,0,39579762,DCDB787537283812,1,0,113774,J1,1,3.54E+11,0
1,6602295M,F1,S5,Supplement,12/05/2002,14/05/2002,21/10/1987,29,SS,10900,28,190,125210,Male,D,6,100,Due,27056,0,0,5,None,0,80372918,BADA102685389396,4,0,0,S5,1,3.54E+11,0
0,8719017V,H2,S3,Basic,16/10/2011,19/10/2011,01/10/1979,37,SS,36200,27,150,25500,Female,D,4,80,Missed,23033,0,0,5,Active,0,41593288,CBBC702545995134,1,1,164612,Y3,1,3.54E+11,0
1,1431275Q,F1,J1,Supplement,11/12/2010,14/12/2010,17/02/1971,45,M,7700,35,220,47300,Female,S,6,100,Up-to-Date,45192,0,1,6,Active,0,66874506,CDDD258568947774,1,0,0,J1,1,3.54E+11,0
0,3985946R,H1,Z4,Supplement,22/07/2007,04/08/2007,08/09/1979,37,SS,28600,3,160,62080,Male,M,3,90,Up-to-Date,49467,0,0,7,None,0,7934859,ACCC471658895062,4,0,151763,Z4,1,3.54E+11,0
1,8266265VM,H1,E5,Supplement,14/11/2011,30/11/2011,29/12/1966,50,SS,18800,46,190,31350,Male,D,4,80,Due,35195,0,1,7,None,0,16748285,DBBB928085130969,4,0,156584,E5,1,3.54E+11,0
0,4729936Z,F1,Y1,Basic,02/04/2002,08/04/2002,05/03/1983,33,P,57700,18,60,39840,Male,S,3,70,Missed,44328,0,1,6,None,0,36673179,DCAC305491297735,3,0,0,Y1,1,3.54E+11,0
